class,title,wiki
0,otosclerosis,otosclerosis otospongiosis abnormal growth bone near middle ear. it result hearing loss.[1] the term otosclerosis somewhat misnomer. much clinical course characterised lucent rather sclerotic bony changes hence also known otospongiosis.
0,Water intoxication,water intoxication also known water poisoning dilutional hyponatremia potentially fatal disturbance brain functions results normal balance electrolytes body pushed outside safe limits overhydration.
0,Chronic neutrophilic leukemia,chronic neutrophilic leukemia (cnl) rare myeloproliferative neoplasm features persistent neutrophilia peripheral blood myeloid hyperplasia bone marrow hepatosplenomegaly absence philadelphia chromosome bcr/abl fusion gene.[1]
0,Rudiger syndrome,rudiger syndrome congenital disorder characterized association severe growth retardation abnormalities extremities urogenital abnormalities facial abnormalities.[1] it described family affected brother sister died infants.[2] both autosomal recessive autosomal dominant inheritance suggested disorder.[1][3]
0,Sea-Blue histiocytosis,sea-blue histiocytosis cutaneous condition may occur familial inherited syndrome acquired secondary systemic infiltrative process.[1]:720
0,X-linked ichthyosis,"x-linked ichthyosis (xli) (also known ""steroid sulfatase deficiency"" ""x-linked recessive ichthyosis""[1])(ancient greek 'ichthys' meaning 'fish') skin condition caused hereditary deficiency steroid sulfatase (sts) enzyme affects 1 2000 1 6000 males.[2] xli manifests dry scaly skin[3] due deletions[4][5] mutations[6] sts gene. xli also occur context larger deletions causing contiguous gene syndromes.[4] treatment largely aimed alleviating skin symptoms.[7]"
0,tsukuhara syndrome,tsukuhara syndrome infrequently occurring skeletal dysplasia characterised caudal synostosis vertebra birth.
0,Atrial myxoma,an atrial myxoma benign tumor heart commonly found within left right atria interatrial septum.
0,Marker chromosome,a marker chromosome (mar) structurally abnormal chromosome part identified. the significance marker variable depends material contained within marker.
0,Paralytic Shellfish Poisoning,paralytic shellfish poisoning (psp) one four recognized syndromes shellfish poisoning share common features primarily associated bivalve mollusks (mussels clams oysters scallops). these shellfish filter feeders therefore accumulate neurotoxins called saxitoxin produced microscopic algae dinoflagellates diatoms cyanobacteria.[1] dinoflagellates genus alexandrium (genus) numerous widespread saxitoxin producers responsible psp blooms subarctic temperate tropical locations.[2] the majority toxic blooms caused morphospecies alexandrium catenella alexandrium tamarense alexandrium fundyense[3] together comprise a. tamarense species complex.[4] in asia psp mostly associated occurrence species pyrodinium bahamense.[5] human toxicity mortality occur ingestion animals toxicity also seen wild animal populations.
0,acute biphenotypic leukemia,acute biphenotypic leukaemia form leukaemia lineage lymphoid myeloid origin.[1][2]
0,chemophobia,chemophobia (chemphobia) irrational aversion prejudice chemicals chemistry. the phenomenon ascribed well-founded concern potential adverse effects synthetic chemicals irrational fear substances misconceptions potential harm.[1][2]
0,Radiation proctitis,radiation proctitis (related radiation colitis) inflammation damage lower parts colon exposure x-rays ionizing radiation part radiation therapy.[1] radiation proctitis commonly occurs treatment cancers cervical cancer prostate cancer colon cancer. radiation proctitis involves lower intestine primarily sigmoid colon rectum part conditions known pelvic radiation disease radiation enteropathy.[2]
0,Breda's disease,leishmaniasis (/limnass/) leishmaniosis (/limeno_ss/ /lim_no_ss/)[1] disease caused protozoan parasites genus leishmania spread bite certain types sandflies.[2] the disease present three main ways: cutaneous mucocutaneous visceral leishmaniasis.[2] the cutaneous form presents skin ulcers mucocutaneous form presents ulcers skin mouth nose visceral form starts skin ulcers later presents fever low red blood cells enlarged spleen liver.[2][3]
0,axenfeld rieger syndrome,axenfeld syndrome (also known axenfeld-rieger syndrome hagedoom syndrome) rare autosomal dominant[1] disorder affects development teeth eyes abdominal region.
0,Fountain Syndrome,fountain syndrome autosomal recessive congenital disorder characterized mental retardation deafness skeletal abnormalities coarse face full lips. the abnormal swelling cheeks lips due excessive accumulation body fluids skin. the deafness due malformation cochlea structure within inner ear.
0,ombrophobia,"ombrophobe ombrophobous/ombrophobic plant (greek ___ - ombros ""storm rain""[1] _ - phobos ""fear""[2]) plant cannot withstand much rain. the term introduced 19th century botanist julius wiesner identified two extreme kinds plants ombrophobes ombrophiles. xerophytes usually ombrophobous. [3]"
0,folliculitis,folliculitis infection inflammation one hair follicles. the condition may occur anywhere skin exception palms hands soles feet. the rash may appear red dots come white tips chest back arms legs head.
0,Wildervanck Syndrome,wildervanck syndrome developmental disorder may characterized accessory tragi.[1]
0,cotton-wool spots,"cotton wool spots abnormal finding fundoscopic exam retina eye. they appear fluffy white patches retina. they caused damage nerve fibers result accumulations axoplasmic material within nerve fiber layer. there reduced axonal transport (hence backlog accumulation intracellular products) within nerves ischemia. this causes nerve fibers damaged swelling surface layer retina. a 1981 analysis concluded ""instances cotton-wool spots represent whole area ischaemic inner retina merely reflect obstruction axoplasmic flow axons crossing much larger ischaemic areas"".[1] associated findings include microvascular infarcts hemorrhages. the appearance cotton wool spots may decrease time. abundant cotton wool spots seen malignant hypertension."
0,adrenal incidentaloma,"in medicine incidentaloma tumor (-oma) found coincidence (incidentally) without clinical symptoms suspicion. like types incidental findings found course examination imaging reasons. it common occurrence: 7% patients 60 may harbor benign growth often adrenal gland detected diagnostic imaging used analysis unrelated symptoms. with increase ""whole-body ct scanning"" part health screening programs chance finding incidentalomas expected increase. 37% patients receiving whole-body ct scans may abnormal findings need evaluation.[1] since many incidentally found lesions may never cause disease risk overdiagnosis."
0,hyperprolinemia,hyperprolinemia also referred prolinemia prolinuria condition occurs amino acid proline broken properly enzymes proline oxidase pyrroline-5-carboxylate dehydrogenase causing buildup proline body.
0,Pigmented villonodular synovitis,pigmented villonodular synovitis (pvns) joint disease characterized inflammation overgrowth joint lining. it usually affects hip knee. it also occur shoulder ankle elbow hand foot. in pvns lining joint called synovium becomes swollen grows. this growth harms bone next joint. the lining also makes extra fluid cause swelling make movement painful. pvns idiopathic doesn'seem run families caused certain jobs activities. surgery help even treatment pvns comes back half time. if pain remains radiation therapy may help. in worst cases joint must replaced.[1]
0,Ter Haar syndrome,frankter haar syndrome (fths) also known ter haar syndrome rare disease characterized abnormalities affect bone heart eye development. children born disease usually die young.
0,Wernicke's encephalopathy,wernicke'encephalopathy often wernicke'disease refers presence neurological symptoms caused biochemical lesions central nervous system exhaustion b-vitamin reserves particular thiamine (vitamin b1). the condition part larger group diseases related thiamine insufficiency including beriberi forms korsakoff syndrome. when wernicke'encephalopathy occurs simultaneously korsakoff syndrome known wernickekorsakoff syndrome.[1][2]
0,Atrioventricular fistula,an atrioventricular fistula fistula atrium ventricle heart.
0,germinoma,a germinoma type germ cell tumor[1] differentiated upon examination.[2] it may benign malignant.
0,senter syndrome,"senter syndrome (also known ""desmons' syndrome"")[1] cutaneous condition characterized similar skin changes congenital hearing impairment keratitisichthyosisdeafness syndrome associated glycogen storage leading hepatomegaly hepatic cirrhosis growth failure mental retardation.[2]"
0,choledochal cyst,choledochal cysts (aka bile duct cyst) congenital conditions involving cystic dilatation bile ducts.[1] they uncommon western countries[2] rare east asian nations like japan china.
0,erythroplakia,erythroplakia (erythroplasia)[1]:734 clinical term describe erythematous (red) area mucous membrane[2] cannot attributed pathology.[3]:805
0,Oculopharyngeal muscular dystrophy,oculopharyngeal muscular dystrophy (opmd) autosomal dominant[1] neuromuscular disease autosomal recessive appears early middle age (fifth decade).[2] the common inheritance opmd autosomal dominant means one copy mutated gene needs present cell. children affected parent 50% chance inheriting mutant gene. generally autosomal dominant inheritance strong family tie. less commonly opmd inherited autosomal recessive pattern means two copies mutated gene need present cell parents need carriers mutated gene usually show signs symptoms. the pabpn1 mutation contains gcg trinucleotide repeat 5' end coding region expansion repeat normal 6 copies 8-13 copies leads autosomal dominant oculopharyngeal muscular dystrophy (opmd) disease.[3]
0,testicular cancer,testicular cancer cancer develops testicles part male reproductive system.
0,Opsoclonus,opsoclonus refers uncontrolled eye movement. opsoclonus consists rapid involuntary multivectorial (horizontal vertical) unpredictable conjugate fast eye movements without intersaccadic intervals. it also referred saccadomania reflexive saccade. the movements opsoclonus may small amplitude appearing tiny deviations primary position.
0,hepatoerythropoietic porphyria,hepatoerythropoietic porphyria rare form hepatic porphyria caused disorder genes code uroporphyrinogen iii decarboxylase (urod).[1][2]:525
0,superficial thrombophlebitis,superficial thrombophlebitis superficial vein thrombosis (svt) thrombosis inflammation superficial veins presents painful induration erythema often linear branching configuration forming cords.[1]:8267[2]
0,Lenz-Majewski syndrome,lenzmajewski syndrome skin condition characterized hyperostosis craniodiaphyseal dysplasia dwarfism cutis laxa proximal symphalangism syndactyly brachydactyly mental retardation enamel hypoplasia hypertelorism.[1]:571
0,Eye cancer,eye cancer affect parts eye.
0,Fibroadenoma,fibroadenomas breast noncancerous tumors composed fibrous glandular tissue. because fibroadenomas breast cancer appear similar lumps doctors may recommend ultrasound possibly tissue sample (biopsy) rule cancer patients. unlike typical lumps breast cancer fibroadenomas easy move clearly defined edges.[1][2]
0,Acute lung injury,acute respiratory distress syndrome (ards) previously known respiratory distress syndrome (rds) acute lung injury adult respiratory distress syndrome shock lung severe life-threatening medical condition characterized widespread inflammation lungs. while ards may triggered trauma lung infection usually result sepsis.
0,Adenocarcinoma,adenocarcinoma[1] (/_dno_krsno_m/; plural adenocarcinomas adenocarcinomata /_dno_krsno_mt/) type cancerous tumor occur several parts body. it defined neoplasia epithelial tissue glandular origin glandular characteristics . adenocarcinomas part larger grouping carcinomas. cancers adenocarcinomas often usually called precise terms omitting word exist. thus invasive ductal carcinoma common form breast cancer adenocarcinoma use term name esophageal adenocarcinoma distinguish common type esophageal cancer esophageal squamous cell carcinoma adenocarcinoma. several common forms cancer adenocarcinomas various sorts adenocarcinoma vary greatly aspects useful generalizations made .
0,Monilethrix,monilethrix (also referred beaded hair)[1] rare autosomal dominant hair disease results short fragile broken hair appears beaded.[2][3] it comes latin word necklace (monile) greek word hair (thrix).[4]
0,Microcephaly lymphoedema chorioretinal dysplasia,microcephaly lymphoedema chorioretinal dysplasia (mlcrd) genetic condition associated :
0,Renal-hepatic-pancreatic dysplasia,renal-hepatic-pancreatic dysplasia autosomal recessive congenital disorder characterized pancreatic fibrosis renal dysplasia hepatic dysgenesis. it usually fatal soon birth.
0,macular pucker,epiretinal membrane disease eye response changes vitreous humor rarely diabetes. it also called macular pucker. sometimes result immune system response protect retina cells converge macular area vitreous ages pulls away posterior vitreous detachment (pvd). pvd create minor damage retina stimulating exudate inflammation leucocyte response. these cells form transparent layer gradually like scar tissue tighten create tension retina may bulge pucker (e.g. macular pucker) even cause swelling macular edema. often results distortions vision clearly visible bowing [1] looking lines chart paper (amsler grid) within macular area central 1.0 degree visual arc. usually occurs one eye first may cause binocular diplopia double vision image one eye different image eye. the distortions make objects look different size (usually larger = macropsia) especially central portion visual field creating localized field dependent aniseikonia cannot fully corrected optically glasses. partial correction often improves binocular vision considerably though. in young (50 years age) cells occasionally pull free disintegrate ; majority sufferers (60 years age) condition permanent. the underlying photoreceptor cells rod cells cone cells usually damaged unless membrane becomes quite thick hard; usually macular degeneration.
0,siderosis,siderosis deposition iron tissue.
0,majeed_syndrome,majeed syndrome inherited skin disorder characterized chronic multifocal osteomyelitis congenital dyserythropoietic anemia neutrophilic dermatosis.[1]
0,mondini dysplasia,mondini dysplasia also known mondini malformation mondini defect abnormality inner ear associated sensorineural hearing loss.
0,Heat rash,"miliaria (/ml.i_r../; also called ""sweat rash""[1] ""heat rash"" ""prickly heat"") skin disease marked small itchy rashes. miliaria common ailment hot humid conditions tropics summer season. although affects people ages especially common children infants due underdeveloped sweat glands."
0,Metrorrhagia,metrorrhagia (metro = womb -rrhagia = excessive flow[1]) uterine bleeding irregular intervals particularly expected menstrual periods.[2]
0,Acromelanosis,melanosis form hyperpigmentation associated increased melanin.[1]
0,Myotonia,myotonia (myo greek; muscle tonus latin; tension) symptom small handful certain neuromuscular disorders characterized delayed relaxation (prolonged contraction) skeletal muscles voluntary contraction electrical stimulation.[1]
0,Carpenter Syndrome,carpenter syndrome also called acrocephalopolysyndactyly type ii[1] extremely rare autosomal recessive[2] congenital disorder characterized craniofacial malformations obesity syndactyly.[2]
0,Delta-thalassemia,delta-thalassemia form thalassemia. it associated hbd[jargon].[1]
0,cataplexy,cataplexy sudden transient episode muscle weakness accompanied full conscious awareness typically triggered emotions laughing crying terror etc.[1] it cardinal symptom narcolepsy cataplexy affecting roughly 70% people narcolepsy[2] caused autoimmune destruction neurotransmitter hypocretin regulates arousal wakefulness. cataplexy without narcolepsy rare cause unknown.
0,Janeway lesions,janeway lesions non-tender small erythematous haemorrhagic macular nodular lesions palms soles millimeters diameter indicative infective endocarditis.[1] pathologically lesion described microabscess dermis marked necrosis inflammatory infiltrate involving epidermis.[1] they caused septic emboli deposit bacteria forming microabscesses.[2] janeway lesions distal flat ecchymotic painless.
0,Trevor Disease,trevor disease also known fairbank'disease trevor'disease congenital bone developmental disorder. there 1 case per million population. the condition three times common males females.
0,Pseudohypoaldosteronism,pseudohypoaldosteronism (pha) condition mimics hypoaldosteronism.[1] however condition due failure response aldosterone levels aldosterone actually elevated due lack feedback inhibition.
0,macrovascular disease,macrovascular disease disease large (macro) blood vessels body. it disease large blood vessels including coronary arteries aorta sizable arteries brain limbs.
0,Synostosis,synostosis (plural: synostoses) fusion two bones. it normal puberty fusion epiphysis abnormal. when synostosis abnormal type dysostosis.
0,light chain deposition disease,light chain deposition disease (lcdd) rare blood cell disease characterized deposition fragments infection-fighting immunoglobulins called light chains (lcs) body. lcs normally cleared kidneys lcdd light chain deposits damage organs cause disease. the kidneys almost always affected often leads kidney failure. about half people light chain deposition disease also multiple myeloma.[1][2] unlike al amyloidosis light chains laid characteristic amyloid deposits lcdd light chains deposited non-amyloid granules.[3]
0,Abruzzo Erickson syndrome,some characteristics abruzzoerickson syndrome include deafness protruding ears coloboma cleft palate palatal rugosity short stature.
0,Mismatch repair,dna mismatch repair system recognizing repairing erroneous insertion deletion mis-incorporation bases arise dna replication recombination well repairing forms dna damage.[1][2]
0,Michels syndrome,michels syndrome syndrome characterised intellectual disability craniosynostosis blepharophimosis ptosis epicanthus inversus[1][2] highly arched eyebrows hypertelorism.[2][3] and vary symptoms asymmetry skull eyelid anterior chamber anomalies cleft lip palate umbilical anomalies growth cognitive development.[2][3]
0,Ideomotor apraxia,ideomotor apraxia often ima neurological disorder characterized inability correctly imitate hand gestures voluntarily mime tool use e.g. pretend brush one'hair. the ability spontaneously use tools brushing one'hair morning without instructed may remain intact often lost. the general concept apraxia classification ideomotor apraxia developed germany late 19th early 20th centuries work hugo liepmann adolph kussmaul arnold pick paul flechsig hermann munk carl nothnagel theodor meynert linguist heymann steinthal among others. ideomotor apraxia classified ideo-kinetic apraxia liepmann due apparent dissociation idea action execution.[1] the classifications various subtypes well defined present however owing issues diagnosis pathophysiology. ideomotor apraxia hypothesized result disruption system relates stored tool use gesture information state body produce proper motor output. this system thought related areas brain often seen damaged ideomotor apraxia present: left parietal lobe premotor cortex. little done present reverse motor deficit seen ideomotor apraxia although extent dysfunction induces entirely clear.
0,neonatal meningitis,neonatal meningitis serious medical condition infants. meningitis inflammation meninges (protective membranes central nervous system (cns)) common neonatal period (infants less 44 days old) time life important cause morbidity mortality globally.[1][2] mortality roughly half developing countries ranges 8%-12.5% developed countries.[2][3]
0,Alastrim,alastrim also known variola minor milder strain variola virus causes smallpox.
0,lepidopterism,lepidopterism irritant contact dermatitis caused irritating caterpillar moth hairs coming contact skin mucosa.[1][2] when referring cause moth dermatitis caterpillar dermatitis commonly used; caripito itch (known papillonite french)[3][4] older name referring moth dermatitis caused hylesia species.[5]
0,WHIM syndrome,whim syndrome (warts hypogammaglobulinemia infections myelokathexis syndrome) rare congenital immunodeficiency disorder characterized chronic noncyclic neutropenia.
0,depersonalization disorder,depersonalization disorder (dpd) mental disorder sufferer persistent recurrent feelings depersonalization /derealization. in dsm-5 combined derealization disorder renamed depersonalization/derealization disorder (ddpd).[1] in dsm-5 remains classified dissociative disorder icd-10 called depersonalization-derealization syndrome classified neurotic disorder.[2]
0,Endogenous depression,endogenous depression atypical sub-class mood disorder major depressive disorder (clinical depression). endogenous depression includes patients treatment-resistant non-psychotic major depressive disorder characterized abnormal behavior endogenous opioid system monoaminergic system.[1][2]
0,Galactokinase Deficiency,galactokinase deficiency also known galactosemia type 2 galk deficiency[1] autosomal recessive metabolic disorder marked accumulation galactose galactitol secondary decreased conversion galactose galactose-1-phosphate galactokinase.[2] the disorder caused mutations galk1 gene located chromosome 17q24.[1] galactokinase catalyzes first step galactose phosphorylation leloir pathway intermediate metabolism. galactokinase deficiency one three inborn errors metabolism lead hypergalactosemia. the disorder inherited autosomal recessive trait. unlike classic galactosemia caused deficiency galactose-1-phosphate uridyltransferase galactokinase deficiency present severe manifestations early infancy. its major clinical symptom development cataracts first weeks months life result accumulation lens galactitol product alternative route galactose utilization. the development early cataracts homozygous affected infants fully preventable early diagnosis treatment galactose-restricted diet. some studies suggested depending milk consumption later life heterozygous carriers galactokinase deficiency may prone presenile cataracts 2050 years age.[3]
0,Hyperplastic arteriolosclerosis,hyperplastic arteriolosclerosis type arteriolosclerosis involving narrowed lumen.[1]
0,Arc syndrome,"arthrogryposisrenal dysfunctioncholestasis syndrome (also known ""arc syndrome"") cutaneous condition caused mutation vps33b gene.[1] most cases survived infancy. recently college medical sciences nepal reports case arc syndrome girl age 18 years."
0,Mean cell volume,the mean corpuscular volume mean cell volume (mcv) measure average volume red blood corpuscle (red blood cell). the measure attained multiplying volume blood proportion blood cellular (hematocrit (haematocrit)) dividing product number erythrocytes (red blood cells) volume. the mean corpuscular volume part standard complete blood count. in laboratory test computes mcv erythrocytes compacted centrifugation.
0,Prolactinoma,a prolactinoma benign tumor (adenoma) pituitary gland produces hormone called prolactin. it common type pituitary tumor.[1] symptoms prolactinoma much prolactin blood (hyperprolactinemia) caused pressure tumor surrounding tissues.
0,Restrictive lung disease,restrictive lung diseases (restrictive ventilatory defects[1]) category extrapulmonary pleural parenchymal respiratory diseases restrict lung expansion[2] resulting decreased lung volume increased work breathing inadequate ventilation /oxygenation. pulmonary function test demonstrates decrease forced vital capacity.
0,hypophysitis,hypophysitis refers inflammation pituitary gland. hypophysitis rare fully understood.
0,gradenigo's syndrome,gradenigo'syndrome also called gradenigo-lannois syndrome[1][2] petrous apicitis complication otitis media mastoiditis involving apex petrous temporal bone. it first described giuseppe gradenigo 1904 reported triad symptoms consisting periorbital unilateral pain related trigeminal nerve involvement diplopia due sixth nerve palsy persistent otorrhea associated bacterial otitis media apex involvement petrous part temporal bone (petrositis). the classical syndrome related otitis media become rare antibiotic era.
0,Nutmeg liver,"congestive hepatopathy also known nutmeg liver chronic passive congestion liver liver dysfunction due venous congestion usually due congestive heart failure. the gross pathological appearance liver affected chronic passive congestion ""speckled"" like grated nutmeg kernel; dark spots represent dilated congested hepatic venules small hepatic veins. the paler areas unaffected surrounding liver tissue. when severe longstanding hepatic congestion lead fibrosis; congestion due right heart failure called cardiac cirrhosis.[1]"
0,Collet-Sicard syndrome,frdric justin collet (28 april 1870  1966) french pathologist otolaryngologist.
0,Anosognosia,"anosognosia (/_nsno_zi/ /_nsno_/; ancient greek _- - ""without"" _ nosos ""disease"" ____ gnsis ""knowledge"") deficit self-awareness condition person suffers certain disability seems unaware existence disability. it first named neurologist joseph babinski 1914.[1] anosognosia results physiological damage brain structures typically parietal lobe diffuse lesion fronto-temporal-parietal area right hemisphere.[2][3][4] whilst distinguishes condition denial psychological defense mechanism attempts made unified explanation.[5] both anosognosia denial almost always connected damage right hemisphere. split-brain research suggests asymmetry points neurological answer.[6] anosognosia sometimes accompanied asomatognosia form neglect patients deny ownership limbs."
0,Reactive airway disease,reactive airway disease group conditions include reversible airway narrowing due external stimulation.[1] these conditions generally result wheezing.[2]
0,dysgraphia,dysgraphia deficiency ability write primarily terms handwriting also terms coherence.[1] dysgraphia transcription disability meaning writing disorder associated impaired handwriting orthographic coding (orthography storing process written words processing letters words) finger sequencing (movement muscles required write).[2] it often overlaps learning disabilities speech impairment attention deficit disorder developmental coordination disorder.[3] in diagnostic statistical manual mental disorders (dsm-iv) dysgraphia characterized learning disability category written expression ones writing skills expected given persons age measured intelligence age appropriate education. the dsm clear whether writing refers motor skills involved writing also includes orthographic skills spelling.[3]
0,Microchimerism,microchimerism (abbreviated mc) presence small number cells originate another individual therefore genetically distinct cells host individual. this phenomenon may related certain types autoimmune diseases; however mechanisms responsible relationship unclear.
0,Normocytic anemia,normocytic anemia common issue occurs men women typically 85 years old. its prevalence increases age reaching 44 percent men older 85 years.[1]
0,molluscum contagiosum,molluscum contagiosum (mc) viral infection skin occasionally mucous membranes sometimes called water warts. it caused dna poxvirus called molluscum contagiosum virus (mcv). mcv nonhuman-animal reservoir (infecting primarily humans though equids rarely infected). the virus causes molluscum contagiosum spread person person touching affected skin. the virus may also spread touching surface virus towel clothing toys.
0,Colon polyps,a colorectal polyp polyp (fleshy growth) occurring lining colon rectum.[1] untreated colorectal polyps develop colorectal cancer.[2]
0,cholestasis,cholestasis condition bile cannot flow liver duodenum. the two basic distinctions obstructive type cholestasis mechanical blockage duct system occur gallstone malignancy metabolic types cholestasis disturbances bile formation occur genetic defects acquired side effect many medications.
0,Jacobsen syndrome,jacobsen syndrome also known 11q deletion disorder rare congenital disorder resulting deletion terminal region chromosome 11 includes band 11q24.1. it cause intellectual disabilities distinctive facial appearance variety physical problems including heart defects bleeding disorder. the syndrome first identified danish physician petra jacobsen[1] believed occur approximately 1 every 100000 births.
0,Panophthalmitis,panophthalmitis inflammation coats eye including intraocular structures. [1]
0,dialysis disequilibrium syndrome,in nephrology dialysis disequilibrium syndrome commonly abbreviated dds occurrence neurologic signs symptoms attributed cerebral edema following shortly intermittent hemodialysis.[1]
0,plasmacytoma,plasmacytoma refers malignant plasma cell tumor growing within soft tissue within axial skeleton. there three distinct groups plasmacytoma defined international myeloma working group: solitary plasmacytoma bone (spb) extramedullary plasmacytoma (ep) multiple plasmacytomas either primary recurrent.[1] the common spb accounting 35% plasma cell malignancies.[2] spbs occur lytic lesions within axial skeleton eps often occur upper respiratory tract (85%) occur soft tissue. approximately half cases produce paraproteinemia. spbs eps mostly treated radiotherapy surgery used cases ep. the skeletal forms frequently progress multiple myeloma course 24 years.[3] due cellular similarity plasmacytomas differentiated multiple myeloma. for spb ep distinction presence one lesion (either bone soft tissue) normal bone marrow (&lt;5% plasma cells) normal skeletal survey absent low paraprotein end organ damage.[1]
0,schmitt gillenwater kelly syndrome,schmitt gillenwater kelly syndrome rare autosomal dominant[1] congenital disorder consisting radial hypoplasia triphalangeal thumbs hypospadias maxillary diastema.[1][2]
0,Hypoplasia,"hypoplasia (ancient greek _o- hypo- """" + _ plasis ""formation""; adjective form hypoplastic) underdevelopment incomplete development tissue organ.[1] although term always used precisely properly refers inadequate -normal number cells.[2] hypoplasia similar aplasia less severe. it technically opposite hyperplasia (many cells). hypoplasia congenital condition hyperplasia generally refers excessive cell growth later life. (atrophy wasting away already existing cells technically direct opposite hyperplasia hypertrophy.)"
0,Urethral Syndrome,urethral syndrome characterised set symptoms typically associated lower urinary tract infection painful urination (dysuria) frequency. it diagnosis exclusion made significant presence bacteriuria conventional pathogen[1] ruling urinary tract infection cystoscopy shows inflammation bladder ruling interstitial cystitis cystitis cystica. in women vaginitus also ruled .[2]
0,hypergammaglobulinemia,hypergammaglobulinemia medical condition elevated levels gamma globulin.
0,Aphonia,aphonia inability produce voice. it considered severe dysphonia. a primary cause aphonia bilateral disruption recurrent laryngeal nerve supplies nearly muscles larynx. damage nerve may result surgery (e.g. thyroidectomy) tumor.
0,Van Goethem syndrome,van goethem syndrome also called radiodigitofacial dysplasia congenital disorder.
0,twenty nail dystrophy,trachyonychia sometimes called sandpapered nails[1][2] condition characterized rough accentuated linear ridges (longitudinal striations) nails fingers toes.[3]:658 when condition occurs twenty nails fingers toes known twenty-nail dystrophy evident childhood favoring males.[2][4]
0,functional disorders,a functional disorder medical condition impairs normal function bodily process every part body looks completely normal examination dissection even microscope. this stands contrast structural disorder (part body seen abnormal) psychosomatic disorder (symptoms caused psychological psychiatric illness). definitions vary somewhat fields medicine.
0,Distichiasis,a distichia eyelash arises abnormal spot eyelid. this abnormality attributed genetic mutation known affect dogs humans. distichiae (abnormal eyelash) usually exit duct meibomian gland eyelid margin. they usually multiple sometimes one arises duct. they affect either upper lower eyelid usually bilateral. the lower eyelids dogs usually eyelashes.[1]
0,Call-Exner bodies,callexner bodies small eosinophilic fluid-filled spaces granulosa cells.[1] the granulosa cells usually arranged haphazardly around space.
0,Renal Tubular Acidosis,11687 11673
0,Pancytopenia,pancytopenia medical condition reduction number red white blood cells well platelets.
0,Rheumatoid neutrophilic dermatitis,"rheumatoid neutrophilic dermatitis (also known ""rheumatoid neutrophilic dermatosis""[1]) cutaneous condition associated rheumatoid arthritis.[2]"
0,Opisthorchiasis,opisthorchiasis parasitic disease caused species genus opisthorchis (specifically opisthorchis viverrini opisthorchis felineus).
0,crome_syndrome,crome syndrome rare disease defined various symptoms including epilepsy intellectual disability eye kidney problems. it usually causes death 4 8 months.[1]
0,hypotrichosis,hypotrichosis (hypo- + tricho- + -osis) condition abnormal hair patterns - predominantly loss reduction. it occurs frequently growth vellus hair areas body normally produce terminal hair. typically individual'hair growth normal birth shortly thereafter hair shed replaced sparse abnormal hair growth. the new hair typically fine short brittle may lack pigmentation. baldness may present time subject 25 years old.[1]
0,Ocular Rosacea,ocular rosacea manifestation rosacea affects eyes eyelids.[1] signs symptoms generally consist redness irritation burning eyes. affected individuals may also feel something eyelash eye frequently redness nose cheeks well.
0,bronchopneumonia,bronchopneumonia bronchial pneumonia bronchogenic pneumonia (confused lobar pneumonia)[1] acute inflammation walls bronchioles. it type pneumonia characterized multiple foci isolated acute consolidation affecting one pulmonary lobules.
0,Amelogenesis,amelogenesis formation enamel teeth begins crown forming bell stage tooth development dentinogenesis formation dentin. although dentin must present enamel formed ameloblasts must also dentinogenesis continue. a message sent newly differentiated odontoblasts inner enamel epithelium (iee) causing epithelial cells differentiate active secretory ameloblasts. dentinogenesis turn dependent signals differentiating iee order process continue. this prerequisite example biological concept known reciprocal induction instance mesenchymal epithelial cells.
0,alcoholic hepatitis,alcoholic hepatitis hepatitis (inflammation liver) due excessive intake alcohol. it usually found association fatty liver early stage alcoholic liver disease may contribute progression fibrosis leading cirrhosis. signs symptoms alcoholic hepatitis include jaundice ascites (fluid accumulation abdominal cavity) fatigue hepatic encephalopathy (brain dysfunction due liver failure). mild cases self-limiting severe cases high risk death. severe cases may treated glucocorticoids.
0,autophobia,autophobia also called monophobia specific phobia isolation; morbid fear egotistical dread alone isolated.[1] sufferers need physically alone believe ignored unloved threatened intruders .
0,Umbilical cord prolapse,umbilical cord prolapse occurs umbilical cord comes uterus presenting part fetus. it relatively rare condition occurs fewer 1% pregnancies. cord prolapse common women rupture amniotic sac. other risk factors include maternal fetal factors prevent fetus occupying normal position maternal pelvis abnormal fetal lie much amniotic fluid premature small fetus. the concern cord prolapse pressure cord fetus cause cord compression compromises blood flow fetus. whenever sudden decrease fetal heart rate abnormal fetal heart tracing umbilical cord prolapse considered. due possibility fetal death complications umbilical cord prolapse considered obstetric emergency pregnancy labor. current management guidelines focus quick delivery usually entails cesarean section. with appropriate management majority cases good neonatal outcomes.
0,Aschoff bodies,in medicine aschoff bodies nodules found hearts individuals rheumatic fever. they result inflammation heart muscle characteristic rheumatic heart disease. these nodules discovered independently ludwig aschoff paul rudolf geipel reason occasionally called aschoff-geipel bodies.
0,Serum sickness,serum sickness humans reaction proteins antiserum derived non-human animal source occurring 410 days exposure. it type hypersensitivity specifically immune complex hypersensitivity (type iii). the term serum sickness-like reaction (sslr) occasionally used refer similar illnesses arise introduction certain non-protein substances.[1] it first characterized clemens von pirquet bla schick 1906.[2]
